trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
42,False,"{'a': 0.2, 'e': 0.6570468198150567}",20,6,-38.31823472171493,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.2, 'e': 0.6505090947233165}",25,20,7.938405018282039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.2, 'e': 0.6440364210831414}",35,18,-20.01481129136948,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.2, 'e': 0.6376281516217733}",30,0,-180.21490347433863,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 3}",0
46,False,"{'a': 0.2, 'e': 0.631283645506926}",20,0,-42.306183516621886,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.2, 'e': 0.6250022682827008}",20,0,-91.97947565715285,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
48,False,"{'a': 0.2, 'e': 0.6187833918061408}",35,0,-137.55965964581534,"{0: 25, 1: 2, 2: 5, 3: 1, 4: 2}",0
49,False,"{'a': 0.2, 'e': 0.6126263941844161}",20,0,0.09014082406113078,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.2, 'e': 0.6065306597126334}",25,1,-42.93468160247583,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 0}",1
51,False,"{'a': 0.2, 'e': 0.6004955788122659}",35,3,-189.79602778732269,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 3}",1
52,False,"{'a': 0.2, 'e': 0.5945205479701944}",20,0,-148.68176143392057,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
53,False,"{'a': 0.2, 'e': 0.5886049696783552}",25,0,-92.96465530885682,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
54,False,"{'a': 0.2, 'e': 0.5827482523739896}",20,11,-41.801195458816686,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.2, 'e': 0.5769498103804866}",30,5,-99.481999723816,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",1
56,False,"{'a': 0.2, 'e': 0.5712090638488149}",25,9,-28.051587236346492,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
57,False,"{'a': 0.2, 'e': 0.5655254386995371}",30,9,-18.0997765229197,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
58,False,"{'a': 0.2, 'e': 0.559898366565402}",20,8,17.356665419937702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.2, 'e': 0.5543272847345071}",30,19,-36.21816833705509,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
60,False,"{'a': 0.2, 'e': 0.5488116360940265}",25,0,-2.710909351922458,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
61,False,"{'a': 0.2, 'e': 0.5433508690744998}",25,0,-86.65554211254111,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
62,False,"{'a': 0.2, 'e': 0.5379444375946745}",20,3,-34.80556593734396,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
63,False,"{'a': 0.2, 'e': 0.5325918010068972}",20,0,-42.80109537067545,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.2, 'e': 0.5272924240430485}",20,13,17.481389967354264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.2, 'e': 0.522045776761016}",25,2,-115.26127415863667,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
66,False,"{'a': 0.2, 'e': 0.5168513344916992}",20,9,-26.938607837513803,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
67,False,"{'a': 0.2, 'e': 0.5117085777865424}",20,11,-29.252607083561525,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
68,False,"{'a': 0.2, 'e': 0.5066169923655895}",25,0,-31.65365939395972,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.2, 'e': 0.5015760690660555}",30,0,-74.54793571263616,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
70,False,"{'a': 0.2, 'e': 0.49658530379140947}",30,19,-46.513425823663454,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
71,False,"{'a': 0.2, 'e': 0.4916441974609651}",30,14,-44.78063135482367,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
72,False,"{'a': 0.2, 'e': 0.4867522559599717}",25,4,-34.35883967438216,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
73,False,"{'a': 0.2, 'e': 0.48190899009020244}",20,3,-3.5143409456495114,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.2, 'e': 0.4771139155210344}",25,17,6.58607088905643,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.2, 'e': 0.4723665527410147}",25,0,-54.685046743618024,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
76,False,"{'a': 0.2, 'e': 0.46766642700990924}",25,0,-44.25317871495318,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
77,False,"{'a': 0.2, 'e': 0.46301306831122807}",25,0,-29.23751425572776,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
78,False,"{'a': 0.2, 'e': 0.4584060113052235}",30,12,-30.525499003312255,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
79,False,"{'a': 0.2, 'e': 0.45384479528235583}",30,8,-93.16338148732184,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",1
80,False,"{'a': 0.2, 'e': 0.44932896411722156}",35,0,-157.13741997768565,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
81,False,"{'a': 0.2, 'e': 0.4448580662229411}",30,6,8.156487950926973,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.2, 'e': 0.44043165450599925}",25,0,-45.904730714415216,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
83,False,"{'a': 0.2, 'e': 0.43604928632153556}",20,6,14.595922423821111,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.2, 'e': 0.43171052342907973}",20,0,-1.3660442323339081,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.2, 'e': 0.4274149319487267}",30,13,-35.182094301839314,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
86,False,"{'a': 0.2, 'e': 0.4231620823177488}",30,0,-11.07173083785453,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
