trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
763,False,"{'a': 0.2, 'e': 0.46626553012487953}",20,2,8.057905287317435,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.2, 'e': 0.46579949764982825}",30,15,-31.216591517147677,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
765,False,"{'a': 0.2, 'e': 0.4653339309743134}",20,6,15.850981203395113,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.2, 'e': 0.46486882963276827}",30,0,-92.38083051249879,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
767,False,"{'a': 0.2, 'e': 0.46440419316009157}",30,22,-14.480637421239797,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
768,False,"{'a': 0.2, 'e': 0.4639400210916467}",20,0,-55.29537356255504,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
769,False,"{'a': 0.2, 'e': 0.4634763129632616}",20,0,-122.42471968527025,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
770,False,"{'a': 0.2, 'e': 0.46301306831122807}",20,3,-46.881851001021445,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
771,False,"{'a': 0.2, 'e': 0.4625502866723014}",20,13,15.996908781114511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.2, 'e': 0.4620879675837}",20,7,-1.8746524241229514,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
773,False,"{'a': 0.2, 'e': 0.4616261105831047}",30,8,-26.070192047031995,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
774,False,"{'a': 0.2, 'e': 0.4611647152086584}",25,0,-79.39514285585688,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
775,False,"{'a': 0.2, 'e': 0.4607037809989658}",30,0,24.99261731970768,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
776,False,"{'a': 0.2, 'e': 0.46024330749309256}",25,1,-58.88498127283056,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
777,False,"{'a': 0.2, 'e': 0.4597832942305652}",30,18,8.307878166525365,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.2, 'e': 0.45932374075137034}",25,0,-11.68371511042672,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
779,False,"{'a': 0.2, 'e': 0.4588646465959545}",20,13,-0.6349899378921415,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.2, 'e': 0.4584060113052235}",25,15,7.864636123016819,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.2, 'e': 0.45794783442054204}",20,0,-63.05515185502213,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
782,False,"{'a': 0.2, 'e': 0.45749011548373314}",20,0,-59.01141654212785,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
783,False,"{'a': 0.2, 'e': 0.4570328540370779}",20,0,-97.83204807371789,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
784,False,"{'a': 0.2, 'e': 0.4565760496233147}",20,10,-49.35885796179905,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
785,False,"{'a': 0.2, 'e': 0.4561197017856392}",20,8,-55.740276884373976,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
786,False,"{'a': 0.2, 'e': 0.4556638100677035}",25,11,9.450716547597034,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.2, 'e': 0.45520837401361586}",20,1,-46.420685228906024,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
788,False,"{'a': 0.2, 'e': 0.45475339316794017}",30,10,2.5848037363657665,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
